SRR28578372     0.036577
SRR28578371     0.644046
SRR28578370     0.481375
SRR28578369     0.475594
SRR28578367     0.010078
SRR28578366     0.468675
SRR28578365     0.575471
SRR28578364     0.138366
SRR28578363     -0.847662
SRR28578362     -0.193327
SRR28578361     -0.326889
SRR28578360     2.527612
SRR28578359     0.738793
SRR28578358     -0.080099
SRR28578356     0.974457
SRR28578355     1.781260
SRR28578354     0.773621
SRR28578353     -0.249875
SRR28578352     0.376294
SRR28578319     1.117174
SRR28578318     1.094563
SRR28578317     0.915879
SRR28578316     0.841098
SRR28578315     0.686435
SRR28578313     0.799282
SRR28578312     1.395672
SRR28578311     0.027989
SRR28578310     3.256524
SRR28578309     1.503412
SRR28578308     1.224483
SRR28578307     0.384261
SRR28578306     1.389031
SRR28578305     1.020493
SRR28578304     0.881160
SRR28578301     2.429629
SRR28578300     0.354412
SRR28578299     0.142545
SRR28578298     0.652719
SRR28578297     0.522463
SRR28578296     1.154955
SRR28578295     0.906529
SRR28578294     0.328401
SRR28578293     0.576214
SRR28578292     0.187118
SRR28578290     -0.851691
SRR28578289     0.904824
SRR28578288     0.146348
SRR28578255     0.121312
SRR28578254     0.796293
SRR28578253     0.382000
SRR28578252     1.401101
SRR28578251     0.742941
SRR28578250     0.099013
SRR28578249     0.355679
SRR28578247     2.028911
SRR28578246     -0.811441
SRR28578245     0.640982
SRR28578244     1.648073
SRR28578243     0.281964
SRR28578242     -0.211762
SRR28578241     0.980499
SRR28578240     1.780250
SRR28578239     0.370553
SRR28578238     0.528591
SRR28578236     -0.343525
SRR28578235     0.148609
SRR28578234     -0.313076
SRR28578233     1.134845
SRR28578232     0.285616
SRR28578231     0.358191
SRR28578230     0.567615
SRR28578229     1.046904
SRR28578228     1.596277
SRR28578227     0.719800
SRR28578225     1.534264
SRR28578224     0.392886
SRR28578421     0.522781
SRR28578420     -1.041363
SRR28578419     0.418558
SRR28578418     -0.302946
SRR28578417     -0.316913
SRR28578416     1.590539
SRR28578415     0.579787
SRR28578414     0.792669
SRR28578412     -1.019902
SRR28578411     1.064175
SRR28578410     0.209092
SRR28578409     -0.059478
SRR28578408     0.971317
SRR28578407     0.399264
SRR28578406     0.546429
SRR28578405     0.226951
SRR28578404     0.686096
SRR28578403     0.385972
SRR28578401     0.231461
SRR28578400     0.938005
SRR28578399     1.102970
SRR28578398     -0.298917
SRR28578397     0.828115
SRR28578396     0.517408
SRR28578395     1.038483
SRR28578394     2.860168
SRR28578393     0.103245
SRR28578392     0.405810
SRR28578390     0.901980
SRR28578351     1.150240
SRR28578350     0.961269
SRR28578349     0.481837
SRR28578348     1.912020
SRR28578347     0.101633
SRR28578346     1.392756
SRR28578345     0.397884
SRR28578344     0.853388
SRR28578343     1.887585
SRR28578341     0.455888
SRR28578340     0.401392
SRR28578339     -0.704465
SRR28578338     1.645842
SRR28578337     3.138635
SRR28578336     0.130843
SRR28578335     -0.200439
SRR28578334     0.222784
SRR28578333     1.084317
SRR28578332     1.154798
SRR28578330     1.916702
SRR28578329     2.502245
SRR28578328     1.712107
SRR28578327     1.376835
